@RELATION training_keyboard

@ATTRIBUTE positionX NUMERIC
@ATTRIBUTE positionY NUMERIC
@ATTRIBUTE numGhosts NUMERIC
@ATTRIBUTE alive1 {True, False}
@ATTRIBUTE alive2 {True, False}
@ATTRIBUTE alive3 {True, False}
@ATTRIBUTE alive4 {True, False}
@ATTRIBUTE position1X NUMERIC
@ATTRIBUTE position1Y NUMERIC
@ATTRIBUTE position2X NUMERIC
@ATTRIBUTE position2Y NUMERIC
@ATTRIBUTE position3X NUMERIC
@ATTRIBUTE position3Y NUMERIC
@ATTRIBUTE position4X NUMERIC
@ATTRIBUTE position4Y NUMERIC
@ATTRIBUTE distance1 NUMERIC
@ATTRIBUTE distance2 NUMERIC
@ATTRIBUTE distance3 NUMERIC
@ATTRIBUTE distance4 NUMERIC
@ATTRIBUTE distanceNearestFood NUMERIC
@ATTRIBUTE actualScore NUMERIC
@ATTRIBUTE foodCount NUMERIC
@ATTRIBUTE movement {Stop, South, East, West, North}
@ATTRIBUTE nextScore NUMERIC
@ATTRIBUTE nextNumGhost NUMERIC
@ATTRIBUTE nextFoodCount NUMERIC

@data
1,6,4,True,True,True,True,8,4,9,6,11,4,16,5,9,8,12,15,-1,-2,0,Stop,-3,4,0
1,6,4,True,True,True,True,8,3,8,6,10,4,16,6,10,7,11,15,-1,-3,0,Stop,-4,4,0
2,6,4,True,True,True,True,8,4,9,6,10,4,16,6,8,7,10,15,-1,-4,0,East,-5,4,0
3,6,4,True,True,True,True,8,4,8,6,10,4,16,5,7,5,9,15,-1,-5,0,East,-6,4,0
4,6,4,True,True,True,True,8,3,8,6,10,4,16,4,7,4,8,13,-1,-6,0,East,-7,4,0
5,6,4,True,True,True,True,8,4,9,6,9,4,16,5,5,4,6,11,-1,-7,0,East,-8,4,0
6,6,4,True,True,True,True,8,4,9,6,8,4,16,6,4,3,4,11,-1,-8,0,East,-9,4,0
7,6,4,True,True,True,True,8,3,8,6,8,4,16,5,4,1,3,9,-1,-9,0,East,190,3,0
8,6,3,True,False,True,True,8,4,3,1,8,3,16,6,2,-1,3,9,-1,190,0,East,189,3,0
9,6,3,True,False,True,True,8,4,3,1,9,3,16,5,3,-1,3,7,-1,189,0,East,188,3,0
8,6,3,True,False,True,True,8,4,3,1,9,4,16,6,2,-1,3,9,-1,188,0,West,187,3,0
7,6,3,True,False,True,True,8,4,3,1,9,3,17,6,3,-1,5,9,-1,187,0,West,186,3,0
7,5,3,True,False,True,True,7,4,3,1,9,3,16,6,1,-1,4,9,-1,186,0,South,385,2,0
7,4,2,False,False,True,True,1,1,3,1,9,3,16,5,-1,-1,3,11,-1,385,0,South,384,2,0
7,3,2,False,False,True,True,1,1,3,1,8,3,16,6,-1,-1,1,12,-1,384,0,South,583,1,0
8,3,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,11,-1,583,0,East,582,1,0
9,3,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,9,-1,582,0,East,581,1,0
10,3,1,False,False,False,True,1,1,3,1,5,1,16,5,-1,-1,-1,7,-1,581,0,East,580,1,0
11,3,1,False,False,False,True,1,1,3,1,5,1,16,4,-1,-1,-1,5,-1,580,0,East,579,1,0
12,3,1,False,False,False,True,1,1,3,1,5,1,16,3,-1,-1,-1,5,-1,579,0,East,578,1,0
13,3,1,False,False,False,True,1,1,3,1,5,1,17,3,-1,-1,-1,5,-1,578,0,East,577,1,0
14,3,1,False,False,False,True,1,1,3,1,5,1,18,3,-1,-1,-1,3,-1,577,0,East,576,1,0
15,3,1,False,False,False,True,1,1,3,1,5,1,17,3,-1,-1,-1,3,-1,576,0,East,575,1,0
16,3,1,False,False,False,True,1,1,3,1,5,1,18,3,-1,-1,-1,1,-1,575,0,East,774,0,0
17,3,0,False,False,False,False,1,1,3,1,5,1,17,3,-1,-1,-1,-1,-1,774,0,East,774,0,0
1,6,4,True,True,True,True,6,4,8,6,11,3,16,6,7,7,13,15,-1,-1,0,Stop,-2,4,0
1,6,4,True,True,True,True,6,4,8,6,11,3,16,6,7,7,13,15,-1,-2,0,Stop,-3,4,0
1,6,4,True,True,True,True,6,4,8,6,11,3,16,6,7,7,13,15,-1,-3,0,Stop,-4,4,0
1,6,4,True,True,True,True,6,4,8,6,11,3,16,6,7,7,13,15,-1,-4,0,Stop,-5,4,0
2,6,4,True,True,True,True,6,4,8,6,11,3,16,6,6,6,12,14,-1,-5,0,East,-6,4,0
3,6,4,True,True,True,True,6,4,8,6,11,3,16,6,5,5,11,13,-1,-6,0,East,-7,4,0
4,6,4,True,True,True,True,6,4,8,6,11,3,16,6,4,4,10,12,-1,-7,0,East,-8,4,0
5,6,4,True,True,True,True,6,4,8,6,11,3,16,6,3,3,9,11,-1,-8,0,East,-9,4,0
6,6,4,True,True,True,True,6,4,8,6,11,3,16,6,2,2,8,10,-1,-9,0,East,-10,4,0
7,6,4,True,True,True,True,6,4,8,6,11,3,16,6,3,1,7,9,-1,-10,0,East,189,3,0
8,6,3,True,False,True,True,6,4,3,1,11,3,16,6,4,-1,6,8,-1,189,0,East,188,3,0
9,6,3,True,False,True,True,6,4,3,1,11,3,16,6,5,-1,5,7,-1,188,0,East,187,3,0
8,6,3,True,False,True,True,6,4,3,1,11,3,16,6,4,-1,6,8,-1,187,0,West,186,3,0
7,6,3,True,False,True,True,6,4,3,1,11,3,16,6,3,-1,7,9,-1,186,0,West,185,3,0
7,5,3,True,False,True,True,6,4,3,1,11,3,16,6,2,-1,6,10,-1,185,0,South,184,3,0
7,4,3,True,False,True,True,6,4,3,1,11,3,16,6,1,-1,5,11,-1,184,0,South,383,2,0
6,4,2,False,False,True,True,1,1,3,1,11,3,16,6,-1,-1,6,12,-1,383,0,West,382,2,0
5,4,2,False,False,True,True,1,1,3,1,11,3,16,6,-1,-1,7,13,-1,382,0,West,381,2,0
6,4,2,False,False,True,True,1,1,3,1,11,3,16,6,-1,-1,6,12,-1,381,0,East,380,2,0
7,4,2,False,False,True,True,1,1,3,1,11,3,16,6,-1,-1,5,11,-1,380,0,East,379,2,0
7,3,2,False,False,True,True,1,1,3,1,11,3,16,6,-1,-1,4,12,-1,379,0,South,378,2,0
7,3,2,False,False,True,True,1,1,3,1,11,3,16,6,-1,-1,4,12,-1,378,0,South,377,2,0
8,3,2,False,False,True,True,1,1,3,1,11,3,16,6,-1,-1,3,11,-1,377,0,East,376,2,0
9,3,2,False,False,True,True,1,1,3,1,11,3,16,6,-1,-1,2,10,-1,376,0,East,375,2,0
10,3,2,False,False,True,True,1,1,3,1,11,3,16,6,-1,-1,1,9,-1,375,0,East,574,1,0
11,3,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,8,-1,574,0,East,573,1,0
12,3,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,7,-1,573,0,East,572,1,0
13,3,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,6,-1,572,0,East,571,1,0
14,3,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,5,-1,571,0,East,570,1,0
15,3,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,4,-1,570,0,East,569,1,0
16,3,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,3,-1,569,0,East,568,1,0
16,4,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,2,-1,568,0,North,567,1,0
16,5,1,False,False,False,True,1,1,3,1,5,1,16,6,-1,-1,-1,1,-1,567,0,North,766,0,0
16,6,0,False,False,False,False,1,1,3,1,5,1,16,6,-1,-1,-1,-1,-1,766,0,North,766,0,0
1,11,4,True,True,True,True,6,4,5,9,7,11,14,6,12,6,6,17,14,-1,2,Stop,-2,4,2
1,11,4,True,True,True,True,6,4,5,8,6,11,14,7,12,7,5,18,14,-2,2,Stop,-3,4,2
2,11,4,True,True,True,True,6,4,4,8,7,11,15,7,11,5,5,16,13,-3,2,East,-4,4,2
3,11,4,True,True,True,True,6,4,4,9,6,11,15,8,10,3,3,16,12,-4,2,East,-5,4,2
4,11,4,True,True,True,True,7,4,4,9,7,11,15,7,10,2,3,15,11,-5,2,East,-6,4,2
5,11,4,True,True,True,True,8,4,4,9,7,11,15,7,10,3,2,13,10,-6,2,East,-7,4,2
6,11,4,True,True,True,True,7,4,5,9,7,11,14,7,8,3,1,13,9,-7,2,East,192,3,2
7,11,3,True,True,False,True,7,4,4,9,5,1,14,6,7,5,-1,11,8,192,2,East,191,3,2
8,11,3,True,True,False,True,7,3,5,9,5,1,14,7,9,5,-1,11,7,191,2,East,190,3,2
7,11,3,True,True,False,True,8,3,5,8,5,1,15,7,9,5,-1,11,8,190,2,West,189,3,2
6,11,3,True,True,False,True,7,3,5,7,5,1,14,7,9,5,-1,11,9,189,2,West,188,3,2
6,10,3,True,True,False,True,8,3,5,8,5,1,14,8,9,3,-1,9,8,188,2,South,187,3,2
6,9,3,True,True,False,True,8,3,6,8,5,1,14,9,8,1,-1,9,7,187,2,South,386,2,2
6,8,2,True,False,False,True,9,3,3,1,5,1,14,8,8,-1,-1,9,6,386,2,South,385,2,2
5,8,2,True,False,False,True,9,3,3,1,5,1,15,8,9,-1,-1,9,7,385,2,West,384,2,2
4,8,2,True,False,False,True,9,4,3,1,5,1,14,8,9,-1,-1,9,8,384,2,West,383,2,2
5,8,2,True,False,False,True,10,4,3,1,5,1,13,8,9,-1,-1,9,7,383,2,East,382,2,2
6,8,2,True,False,False,True,11,4,3,1,5,1,14,8,9,-1,-1,9,6,382,2,East,381,2,2
7,8,2,True,False,False,True,10,4,3,1,5,1,15,8,7,-1,-1,9,5,381,2,East,380,2,2
8,8,2,True,False,False,True,10,3,3,1,5,1,16,8,7,-1,-1,7,4,380,2,East,379,2,2
9,8,2,True,False,False,True,11,3,3,1,5,1,15,8,7,-1,-1,5,3,379,2,East,378,2,2
10,8,2,True,False,False,True,11,4,3,1,5,1,14,8,5,-1,-1,5,2,378,2,East,377,2,2
10,7,2,True,False,False,True,10,4,3,1,5,1,14,7,3,-1,-1,5,1,377,2,South,476,2,1
10,6,2,True,False,False,True,10,3,3,1,5,1,14,8,3,-1,-1,6,8,476,1,South,475,2,1
10,5,2,True,False,False,True,11,3,3,1,5,1,14,8,3,-1,-1,7,9,475,1,South,474,2,1
10,4,2,True,False,False,True,10,3,3,1,5,1,14,8,1,-1,-1,7,10,474,1,South,673,1,1
10,3,1,False,False,False,True,1,1,3,1,5,1,14,7,-1,-1,-1,9,11,673,1,South,672,1,1
11,3,1,False,False,False,True,1,1,3,1,5,1,15,7,-1,-1,-1,8,10,672,1,East,671,1,1
11,3,1,False,False,False,True,1,1,3,1,5,1,15,7,-1,-1,-1,7,10,671,1,East,670,1,1
11,3,1,False,False,False,True,1,1,3,1,5,1,14,7,-1,-1,-1,8,10,670,1,East,669,1,1
11,4,1,False,False,False,True,1,1,3,1,5,1,14,8,-1,-1,-1,8,9,669,1,North,668,1,1
11,5,1,False,False,False,True,1,1,3,1,5,1,14,9,-1,-1,-1,6,8,668,1,North,667,1,1
12,5,1,False,False,False,True,1,1,3,1,5,1,14,8,-1,-1,-1,4,7,667,1,East,666,1,1
13,5,1,False,False,False,True,1,1,3,1,5,1,13,8,-1,-1,-1,2,6,666,1,East,665,1,1
14,5,1,False,False,False,True,1,1,3,1,5,1,13,7,-1,-1,-1,2,5,665,1,East,664,1,1
14,6,1,False,False,False,True,1,1,3,1,5,1,14,7,-1,-1,-1,2,4,664,1,North,663,1,1
14,7,1,False,False,False,True,1,1,3,1,5,1,14,8,-1,-1,-1,2,3,663,1,North,662,1,1
14,8,1,False,False,False,True,1,1,3,1,5,1,15,8,-1,-1,-1,2,2,662,1,North,661,1,1
14,9,1,False,False,False,True,1,1,3,1,5,1,16,8,-1,-1,-1,3,1,661,1,North,760,1,0
14,10,1,False,False,False,True,1,1,3,1,5,1,16,8,-1,-1,-1,5,-1,760,0,North,759,1,0
14,11,1,False,False,False,True,1,1,3,1,5,1,17,8,-1,-1,-1,5,-1,759,0,North,758,1,0
14,10,1,False,False,False,True,1,1,3,1,5,1,16,8,-1,-1,-1,3,-1,758,0,South,757,1,0
14,9,1,False,False,False,True,1,1,3,1,5,1,15,8,-1,-1,-1,1,-1,757,0,South,956,0,0
14,8,0,False,False,False,False,1,1,3,1,5,1,14,8,-1,-1,-1,-1,-1,956,0,South,956,0,0
1,11,4,True,True,True,True,6,5,6,9,8,11,14,6,11,7,7,18,14,-1,2,Stop,-2,4,2
1,11,4,True,True,True,True,6,5,6,9,8,11,14,6,11,7,7,18,14,-2,2,Stop,-3,4,2
2,11,4,True,True,True,True,6,5,6,9,8,11,14,6,10,6,6,17,13,-3,2,East,-4,4,2
3,11,4,True,True,True,True,6,5,6,9,8,11,14,6,9,5,5,16,12,-4,2,East,-5,4,2
4,11,4,True,True,True,True,6,5,6,9,8,11,14,6,8,4,4,15,11,-5,2,East,-6,4,2
5,11,4,True,True,True,True,6,5,6,9,8,11,14,6,7,3,3,14,10,-6,2,East,-7,4,2
6,11,4,True,True,True,True,6,5,6,9,8,11,14,6,6,2,2,13,9,-7,2,East,-8,4,2
7,11,4,True,True,True,True,6,5,6,9,8,11,14,6,7,3,1,12,8,-8,2,East,191,3,2
8,11,3,True,True,False,True,6,5,6,9,5,1,14,6,8,4,-1,11,7,191,2,East,190,3,2
9,11,3,True,True,False,True,6,5,6,9,5,1,14,6,9,5,-1,10,6,190,2,East,189,3,2
8,11,3,True,True,False,True,6,5,6,9,5,1,14,6,8,4,-1,11,7,189,2,West,188,3,2
7,11,3,True,True,False,True,6,5,6,9,5,1,14,6,7,3,-1,12,8,188,2,West,187,3,2
6,11,3,True,True,False,True,6,5,6,9,5,1,14,6,6,2,-1,13,9,187,2,West,186,3,2
6,10,3,True,True,False,True,6,5,6,9,5,1,14,6,5,1,-1,12,8,186,2,South,385,2,2
6,9,2,True,False,False,True,6,5,3,1,5,1,14,6,4,-1,-1,11,7,385,2,South,384,2,2
7,9,2,True,False,False,True,6,5,3,1,5,1,14,6,5,-1,-1,10,6,384,2,East,383,2,2
8,9,2,True,False,False,True,6,5,3,1,5,1,14,6,6,-1,-1,9,5,383,2,East,382,2,2
8,8,2,True,False,False,True,6,5,3,1,5,1,14,6,5,-1,-1,8,4,382,2,South,381,2,2
8,7,2,True,False,False,True,6,5,3,1,5,1,14,6,4,-1,-1,7,3,381,2,South,380,2,2
8,6,2,True,False,False,True,6,5,3,1,5,1,14,6,3,-1,-1,6,2,380,2,South,379,2,2
8,5,2,True,False,False,True,6,5,3,1,5,1,14,6,2,-1,-1,7,3,379,2,South,378,2,2
7,5,2,True,False,False,True,6,5,3,1,5,1,14,6,1,-1,-1,8,4,378,2,West,577,1,2
6,5,1,False,False,False,True,1,1,3,1,5,1,14,6,-1,-1,-1,9,5,577,2,West,576,1,2
7,5,1,False,False,False,True,1,1,3,1,5,1,14,6,-1,-1,-1,8,4,576,2,East,575,1,2
8,5,1,False,False,False,True,1,1,3,1,5,1,14,6,-1,-1,-1,7,3,575,2,East,574,1,2
9,5,1,False,False,False,True,1,1,3,1,5,1,14,6,-1,-1,-1,6,2,574,2,East,573,1,2
10,5,1,False,False,False,True,1,1,3,1,5,1,14,6,-1,-1,-1,5,1,573,2,East,572,1,2
11,5,1,False,False,False,True,1,1,3,1,5,1,14,6,-1,-1,-1,4,2,572,2,East,571,1,2
12,5,1,False,False,False,True,1,1,3,1,5,1,14,6,-1,-1,-1,3,3,571,2,East,570,1,2
13,5,1,False,False,False,True,1,1,3,1,5,1,14,6,-1,-1,-1,2,4,570,2,East,569,1,2
14,5,1,False,False,False,True,1,1,3,1,5,1,14,6,-1,-1,-1,1,5,569,2,East,768,0,2
14,6,0,False,False,False,False,1,1,3,1,5,1,14,6,-1,-1,-1,-1,4,768,2,North,768,0,2
1,18,4,True,True,True,True,4,9,10,3,18,6,25,13,12,24,29,28,-1,-1,0,Stop,-2,4,0
1,18,4,True,True,True,True,4,8,9,3,17,6,25,14,13,23,28,27,-1,-2,0,Stop,-3,4,0
2,18,4,True,True,True,True,4,7,9,4,18,6,25,15,13,21,28,27,-1,-3,0,East,-4,4,0
3,18,4,True,True,True,True,4,8,9,3,18,5,25,14,11,21,28,25,-1,-4,0,East,-5,4,0
2,18,4,True,True,True,True,5,8,10,3,19,5,24,14,13,23,30,26,-1,-5,0,West,-6,4,0
1,18,4,True,True,True,True,5,7,9,3,18,5,24,14,15,23,30,27,-1,-6,0,West,-7,4,0
1,17,4,True,True,True,True,5,8,10,3,19,5,24,14,13,23,30,27,-1,-7,0,South,-8,4,0
1,16,4,True,True,True,True,4,8,10,3,19,4,25,14,11,22,30,27,-1,-8,0,South,-9,4,0
1,15,4,True,True,True,True,4,9,11,3,19,4,25,13,9,22,29,26,-1,-9,0,South,-10,4,0
1,14,4,True,True,True,True,3,9,10,3,19,5,25,13,7,20,27,24,-1,-10,0,South,-11,4,0
1,13,4,True,True,True,True,4,9,9,3,19,6,25,14,7,18,25,24,-1,-11,0,South,-12,4,0
1,12,4,True,True,True,True,4,10,10,3,18,6,24,14,5,18,23,26,-1,-12,0,South,-13,4,0
1,11,4,True,True,True,True,5,10,10,3,19,6,25,14,5,17,23,26,-1,-13,0,South,-14,4,0
1,10,4,True,True,True,True,5,9,10,3,19,5,24,14,5,16,23,28,-1,-14,0,South,-15,4,0
1,9,4,True,True,True,True,4,9,11,3,19,4,24,15,3,16,23,30,-1,-15,0,South,-16,4,0
1,8,4,True,True,True,True,5,9,11,4,18,4,25,15,5,14,21,30,-1,-16,0,South,-17,4,0
1,7,4,True,True,True,True,6,9,11,3,17,4,24,15,7,14,19,32,-1,-17,0,South,-18,4,0
1,6,4,True,True,True,True,6,9,10,3,17,3,24,16,8,12,19,33,-1,-18,0,South,-19,4,0
2,6,4,True,True,True,True,6,9,10,3,17,4,24,16,7,11,17,32,-1,-19,0,East,-20,4,0
3,6,4,True,True,True,True,6,10,10,3,18,4,24,16,7,10,17,30,-1,-20,0,East,-21,4,0
4,6,4,True,True,True,True,5,10,11,3,18,3,23,16,5,10,17,30,-1,-21,0,East,-22,4,0
5,6,4,True,True,True,True,5,10,11,3,17,3,24,16,4,9,15,28,-1,-22,0,East,-23,4,0
5,7,4,True,True,True,True,6,10,11,3,17,4,24,15,4,10,15,28,-1,-23,0,North,-24,4,0
5,8,4,True,True,True,True,6,9,11,3,16,4,25,15,2,11,15,28,-1,-24,0,North,-25,4,0
5,9,4,True,True,True,True,6,8,10,3,15,4,25,16,2,11,15,27,-1,-25,0,North,-26,4,0
5,10,4,True,True,True,True,6,8,10,4,14,4,25,16,3,11,15,27,-1,-26,0,North,-27,4,0
6,10,4,True,True,True,True,6,9,10,3,15,4,25,17,1,11,15,25,-1,-27,0,East,172,3,0
6,9,3,False,True,True,True,1,1,10,4,15,3,25,16,-1,9,15,25,-1,172,0,South,171,3,0
6,8,3,False,True,True,True,1,1,10,5,14,3,24,16,-1,7,13,25,-1,171,0,South,170,3,0
6,7,3,False,True,True,True,1,1,10,6,13,3,24,15,-1,5,11,26,-1,170,0,South,169,3,0
6,6,3,False,True,True,True,1,1,10,7,14,3,24,15,-1,5,11,26,-1,169,0,South,168,3,0
7,6,3,False,True,True,True,1,1,10,6,13,3,24,14,-1,3,9,26,-1,168,0,East,167,3,0
8,6,3,False,True,True,True,1,1,11,6,14,3,24,15,-1,3,9,26,-1,167,0,East,166,3,0
9,6,3,False,True,True,True,1,1,11,5,14,3,25,15,-1,3,8,24,-1,166,0,East,165,3,0
10,6,3,False,True,True,True,1,1,10,5,15,3,25,14,-1,1,8,23,-1,165,0,East,164,3,0
11,6,3,False,True,True,True,1,1,10,6,14,3,25,14,-1,1,6,21,-1,164,0,East,163,3,0
11,5,3,False,True,True,True,1,1,11,6,15,3,25,13,-1,1,6,22,-1,163,0,South,162,3,0
10,5,3,False,True,True,True,1,1,11,7,15,3,25,13,-1,3,7,24,-1,162,0,West,161,3,0
9,5,3,False,True,True,True,1,1,10,7,16,3,25,14,-1,3,9,24,-1,161,0,West,160,3,0
9,6,3,False,True,True,True,1,1,9,7,15,3,24,14,-1,1,9,24,-1,160,0,North,359,2,0
9,7,2,False,False,True,True,1,1,3,1,15,4,25,14,-1,-1,9,24,-1,359,0,North,358,2,0
9,8,2,False,False,True,True,1,1,3,1,16,4,25,15,-1,-1,11,22,-1,358,0,North,357,2,0
9,9,2,False,False,True,True,1,1,3,1,15,4,25,14,-1,-1,11,20,-1,357,0,North,356,2,0
9,10,2,False,False,True,True,1,1,3,1,15,3,24,14,-1,-1,13,20,-1,356,0,North,355,2,0
9,11,2,False,False,True,True,1,1,3,1,15,4,25,14,-1,-1,13,19,-1,355,0,North,354,2,0
9,12,2,False,False,True,True,1,1,3,1,14,4,25,14,-1,-1,13,19,-1,354,0,North,353,2,0
10,12,2,False,False,True,True,1,1,3,1,14,5,25,15,-1,-1,11,18,-1,353,0,East,352,2,0
11,12,2,False,False,True,True,1,1,3,1,13,5,25,15,-1,-1,9,17,-1,352,0,East,351,2,0
12,12,2,False,False,True,True,1,1,3,1,13,6,25,15,-1,-1,7,16,-1,351,0,East,350,2,0
13,12,2,False,False,True,True,1,1,3,1,13,5,25,15,-1,-1,7,15,-1,350,0,East,349,2,0
13,11,2,False,False,True,True,1,1,3,1,13,6,25,15,-1,-1,5,17,-1,349,0,South,348,2,0
13,10,2,False,False,True,True,1,1,3,1,13,6,25,16,-1,-1,4,17,-1,348,0,South,347,2,0
13,9,2,False,False,True,True,1,1,3,1,14,6,25,15,-1,-1,4,17,-1,347,0,South,346,2,0
13,8,2,False,False,True,True,1,1,3,1,14,5,24,15,-1,-1,4,18,-1,346,0,South,345,2,0
13,7,2,False,False,True,True,1,1,3,1,14,5,24,15,-1,-1,3,19,-1,345,0,South,344,2,0
13,6,2,False,False,True,True,1,1,3,1,13,5,24,15,-1,-1,1,21,-1,344,0,South,543,1,0
13,5,1,False,False,False,True,1,1,3,1,5,1,25,15,-1,-1,-1,22,-1,543,0,South,542,1,0
13,4,1,False,False,False,True,1,1,3,1,5,1,25,15,-1,-1,-1,22,-1,542,0,South,541,1,0
13,3,1,False,False,False,True,1,1,3,1,5,1,25,14,-1,-1,-1,23,-1,541,0,South,540,1,0
14,3,1,False,False,False,True,1,1,3,1,5,1,25,14,-1,-1,-1,21,-1,540,0,East,539,1,0
15,3,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,20,-1,539,0,East,538,1,0
16,3,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,19,-1,538,0,East,537,1,0
17,3,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,18,-1,537,0,East,536,1,0
17,4,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,17,-1,536,0,North,535,1,0
17,5,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,16,-1,535,0,North,534,1,0
17,6,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,16,-1,534,0,North,533,1,0
16,6,1,False,False,False,True,1,1,3,1,5,1,25,14,-1,-1,-1,17,-1,533,0,West,532,1,0
15,6,1,False,False,False,True,1,1,3,1,5,1,25,14,-1,-1,-1,17,-1,532,0,West,531,1,0
14,6,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,18,-1,531,0,West,530,1,0
14,7,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,17,-1,530,0,North,529,1,0
14,8,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,16,-1,529,0,North,528,1,0
14,9,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,15,-1,528,0,North,527,1,0
14,10,1,False,False,False,True,1,1,3,1,5,1,25,13,-1,-1,-1,15,-1,527,0,North,526,1,0
15,10,1,False,False,False,True,1,1,3,1,5,1,25,14,-1,-1,-1,13,-1,526,0,East,525,1,0
16,10,1,False,False,False,True,1,1,3,1,5,1,24,14,-1,-1,-1,12,-1,525,0,East,524,1,0
17,10,1,False,False,False,True,1,1,3,1,5,1,24,14,-1,-1,-1,11,-1,524,0,East,523,1,0
18,10,1,False,False,False,True,1,1,3,1,5,1,24,14,-1,-1,-1,10,-1,523,0,East,522,1,0
19,10,1,False,False,False,True,1,1,3,1,5,1,24,14,-1,-1,-1,10,-1,522,0,East,521,1,0
19,11,1,False,False,False,True,1,1,3,1,5,1,24,15,-1,-1,-1,9,-1,521,0,North,520,1,0
19,12,1,False,False,False,True,1,1,3,1,5,1,24,15,-1,-1,-1,9,-1,520,0,North,519,1,0
19,13,1,False,False,False,True,1,1,3,1,5,1,24,16,-1,-1,-1,7,-1,519,0,North,518,1,0
20,13,1,False,False,False,True,1,1,3,1,5,1,23,16,-1,-1,-1,6,-1,518,0,East,517,1,0
20,13,1,False,False,False,True,1,1,3,1,5,1,23,16,-1,-1,-1,5,-1,517,0,East,516,1,0
20,14,1,False,False,False,True,1,1,3,1,5,1,22,16,-1,-1,-1,3,-1,516,0,North,515,1,0
20,15,1,False,False,False,True,1,1,3,1,5,1,22,15,-1,-1,-1,2,-1,515,0,North,514,1,0
21,15,1,False,False,False,True,1,1,3,1,5,1,22,15,-1,-1,-1,2,-1,514,0,East,513,1,0
22,15,1,False,False,False,True,1,1,3,1,5,1,22,14,-1,-1,-1,1,-1,513,0,East,512,1,0
23,15,1,False,False,False,True,1,1,3,1,5,1,22,14,-1,-1,-1,2,-1,512,0,East,511,1,0
24,15,1,False,False,False,True,1,1,3,1,5,1,22,14,-1,-1,-1,3,-1,511,0,East,510,1,0
24,14,1,False,False,False,True,1,1,3,1,5,1,22,14,-1,-1,-1,2,-1,510,0,South,709,0,0
23,14,0,False,False,False,False,1,1,3,1,5,1,22,14,-1,-1,-1,-1,-1,709,0,West,709,0,0
23,14,0,False,False,False,False,1,1,3,1,5,1,22,14,-1,-1,-1,-1,-1,709,0,West,709,0,0
1,18,4,True,True,True,True,5,9,11,3,17,6,25,13,13,25,28,29,-1,-1,0,Stop,-2,4,0
1,18,4,True,True,True,True,5,9,11,3,17,6,25,13,13,25,28,29,-1,-2,0,Stop,-3,4,0
1,18,4,True,True,True,True,5,9,11,3,17,6,25,13,13,25,28,29,-1,-3,0,Stop,-4,4,0
1,17,4,True,True,True,True,5,9,11,3,17,6,25,13,12,24,27,28,-1,-4,0,South,-5,4,0
1,16,4,True,True,True,True,5,9,11,3,17,6,25,13,11,23,26,27,-1,-5,0,South,-6,4,0
1,15,4,True,True,True,True,5,9,11,3,17,6,25,13,10,22,25,26,-1,-6,0,South,-7,4,0
1,14,4,True,True,True,True,5,9,11,3,17,6,25,13,9,21,24,25,-1,-7,0,South,-8,4,0
1,13,4,True,True,True,True,5,9,11,3,17,6,25,13,8,20,23,24,-1,-8,0,South,-9,4,0
1,12,4,True,True,True,True,5,9,11,3,17,6,25,13,7,19,22,25,-1,-9,0,South,-10,4,0
1,11,4,True,True,True,True,5,9,11,3,17,6,25,13,6,18,21,26,-1,-10,0,South,-11,4,0
1,10,4,True,True,True,True,5,9,11,3,17,6,25,13,5,17,20,27,-1,-11,0,South,-12,4,0
1,9,4,True,True,True,True,5,9,11,3,17,6,25,13,4,16,19,28,-1,-12,0,South,-13,4,0
1,8,4,True,True,True,True,5,9,11,3,17,6,25,13,5,15,18,29,-1,-13,0,South,-14,4,0
1,7,4,True,True,True,True,5,9,11,3,17,6,25,13,6,14,17,30,-1,-14,0,South,-15,4,0
1,6,4,True,True,True,True,5,9,11,3,17,6,25,13,7,13,16,31,-1,-15,0,South,-16,4,0
2,6,4,True,True,True,True,5,9,11,3,17,6,25,13,6,12,15,30,-1,-16,0,East,-17,4,0
3,6,4,True,True,True,True,5,9,11,3,17,6,25,13,5,11,14,29,-1,-17,0,East,-18,4,0
