@relation training_keyboard-weka.filters.unsupervised.attribute.Remove-R24-26

@attribute positionX numeric
@attribute positionY numeric
@attribute numGhosts numeric
@attribute alive1 {True,False}
@attribute alive2 {True,False}
@attribute alive3 {True,False}
@attribute alive4 {True,False}
@attribute position1X numeric
@attribute position1Y numeric
@attribute position2X numeric
@attribute position2Y numeric
@attribute position3X numeric
@attribute position3Y numeric
@attribute position4X numeric
@attribute position4Y numeric
@attribute distance1 numeric
@attribute distance2 numeric
@attribute distance3 numeric
@attribute distance4 numeric
@attribute distanceNearestFood numeric
@attribute actualScore numeric
@attribute foodCount numeric
@attribute movement {Stop,South,East,West,North}

@data
10,6,1,False,False,False,True,1,1,3,1,5,1,13,6,-1,-1,-1,3,-1,563,0,East
11,6,1,False,False,False,True,1,1,3,1,5,1,13,6,-1,-1,-1,2,-1,562,0,East
12,6,1,False,False,False,True,1,1,3,1,5,1,13,6,-1,-1,-1,2,-1,561,0,East
13,6,0,False,False,False,False,1,1,3,1,5,1,14,6,-1,-1,-1,-1,-1,760,0,East
13,6,0,False,False,False,False,1,1,3,1,5,1,14,6,-1,-1,-1,-1,-1,760,0,East
1,6,4,True,True,True,True,6,4,8,6,11,3,16,6,7,7,13,15,-1,-1,0,Stop
1,6,4,True,True,True,True,6,4,8,6,11,3,16,6,7,7,13,15,-1,-2,0,Stop
1,6,4,True,True,True,True,6,4,8,6,11,3,16,6,7,7,13,15,-1,-3,0,Stop
2,6,4,True,True,True,True,6,4,8,6,11,3,16,6,6,6,12,14,-1,-4,0,East
3,6,4,True,True,True,True,6,4,8,6,11,3,16,6,5,5,11,13,-1,-5,0,East
4,6,4,True,True,True,True,6,4,8,6,11,3,16,6,4,4,10,12,-1,-6,0,East
5,6,4,True,True,True,True,6,4,8,6,11,3,16,6,3,3,9,11,-1,-7,0,East
6,6,4,True,True,True,True,6,4,8,6,11,3,16,6,2,2,8,10,-1,-8,0,East
7,6,4,True,True,True,True,6,4,8,6,11,3,16,6,3,1,7,9,-1,-9,0,East
8,6,3,True,False,True,True,6,4,3,1,11,3,16,6,4,-1,6,8,-1,190,0,East
9,6,3,True,False,True,True,6,4,3,1,11,3,16,6,5,-1,5,7,-1,189,0,East
10,6,3,True,False,True,True,6,4,3,1,11,3,16,6,6,-1,4,6,-1,188,0,East
11,6,3,True,False,True,True,6,4,3,1,11,3,16,6,7,-1,3,5,-1,187,0,East
12,6,3,True,False,True,True,6,4,3,1,11,3,16,6,8,-1,4,4,-1,186,0,East
13,6,3,True,False,True,True,6,4,3,1,11,3,16,6,9,-1,5,3,-1,185,0,East
14,6,3,True,False,True,True,6,4,3,1,11,3,16,6,10,-1,6,2,-1,184,0,East
15,6,3,True,False,True,True,6,4,3,1,11,3,16,6,11,-1,7,1,-1,183,0,East
16,6,2,True,False,True,False,6,4,3,1,11,3,7,1,12,-1,8,-1,-1,382,0,East
16,5,2,True,False,True,False,6,4,3,1,11,3,7,1,11,-1,7,-1,-1,381,0,South
16,4,2,True,False,True,False,6,4,3,1,11,3,7,1,10,-1,6,-1,-1,380,0,South
16,3,2,True,False,True,False,6,4,3,1,11,3,7,1,11,-1,5,-1,-1,379,0,South
15,3,2,True,False,True,False,6,4,3,1,11,3,7,1,10,-1,4,-1,-1,378,0,West
14,3,2,True,False,True,False,6,4,3,1,11,3,7,1,9,-1,3,-1,-1,377,0,West
13,3,2,True,False,True,False,6,4,3,1,11,3,7,1,8,-1,2,-1,-1,376,0,West
12,3,2,True,False,True,False,6,4,3,1,11,3,7,1,7,-1,1,-1,-1,375,0,West
11,3,1,True,False,False,False,6,4,3,1,5,1,7,1,6,-1,-1,-1,-1,574,0,West
11,4,1,True,False,False,False,6,4,3,1,5,1,7,1,5,-1,-1,-1,-1,573,0,North
10,4,1,True,False,False,False,6,4,3,1,5,1,7,1,4,-1,-1,-1,-1,572,0,West
9,4,1,True,False,False,False,6,4,3,1,5,1,7,1,3,-1,-1,-1,-1,571,0,West
8,4,1,True,False,False,False,6,4,3,1,5,1,7,1,2,-1,-1,-1,-1,570,0,West
7,4,1,True,False,False,False,6,4,3,1,5,1,7,1,1,-1,-1,-1,-1,569,0,West
6,4,0,False,False,False,False,6,4,3,1,5,1,7,1,-1,-1,-1,-1,-1,768,0,West
1,11,4,True,True,True,True,6,5,5,9,7,11,14,6,11,6,6,19,14,-1,2,Stop
1,11,4,True,True,True,True,5,5,6,9,6,11,14,5,10,7,5,20,14,-2,2,Stop
1,11,4,True,True,True,True,4,5,6,10,6,10,15,5,9,6,6,21,14,-3,2,Stop
1,11,4,True,True,True,True,3,5,6,10,6,9,15,4,8,6,7,20,14,-4,2,Stop
2,11,4,True,True,True,True,3,5,5,10,5,9,14,4,7,4,5,18,13,-5,2,East
3,11,4,True,True,True,True,3,5,6,10,4,9,13,4,6,4,3,16,12,-6,2,East
4,11,4,True,True,True,True,4,5,6,10,3,9,13,5,6,3,3,15,11,-7,2,East
5,11,4,True,True,True,True,4,4,6,10,2,9,13,5,8,2,5,14,10,-8,2,East
5,10,4,True,True,True,True,3,4,6,11,3,9,13,5,8,2,3,14,9,-9,2,South
5,9,4,True,True,True,True,4,4,6,10,3,8,13,4,6,2,3,14,8,-10,2,South
5,8,4,True,True,True,True,5,4,5,10,3,9,13,3,4,2,3,14,7,-11,2,South
4,8,4,True,True,True,True,5,4,5,10,3,9,14,3,5,3,2,14,8,-12,2,West
3,8,3,True,True,False,True,5,3,5,9,5,1,14,4,7,3,-1,14,9,187,2,West
3,9,3,True,True,False,True,4,3,5,9,5,1,14,5,7,2,-1,16,10,186,2,North
3,9,3,True,True,False,True,4,3,5,10,5,1,15,5,7,3,-1,16,10,185,2,North
4,9,3,True,True,False,True,3,3,5,9,5,1,15,5,7,1,-1,16,9,184,2,East
5,9,2,True,False,False,True,4,3,3,1,5,1,16,5,7,-1,-1,14,8,383,2,East
5,10,2,True,False,False,True,4,4,3,1,5,1,15,5,7,-1,-1,14,9,382,2,North
5,11,2,True,False,False,True,4,3,3,1,5,1,14,5,9,-1,-1,15,10,381,2,North
5,11,2,True,False,False,True,3,3,3,1,5,1,14,5,10,-1,-1,15,10,380,2,North
5,11,2,True,False,False,True,2,3,3,1,5,1,14,5,11,-1,-1,14,10,379,2,North
5,10,2,True,False,False,True,2,3,3,1,5,1,13,5,10,-1,-1,14,9,378,2,South
5,9,2,True,False,False,True,2,4,3,1,5,1,14,5,8,-1,-1,14,8,377,2,South
5,8,2,True,False,False,True,2,4,3,1,5,1,15,5,7,-1,-1,14,7,376,2,South
4,8,2,True,False,False,True,1,4,3,1,5,1,15,4,7,-1,-1,16,8,375,2,West
3,8,2,True,False,False,True,1,5,3,1,5,1,15,3,5,-1,-1,17,9,374,2,West
2,8,2,True,False,False,True,1,4,3,1,5,1,15,3,5,-1,-1,17,10,373,2,West
2,7,2,True,False,False,True,1,3,3,1,5,1,14,3,5,-1,-1,16,9,372,2,South
2,7,2,True,False,False,True,1,4,3,1,5,1,14,3,4,-1,-1,16,9,371,2,South
2,7,2,True,False,False,True,2,4,3,1,5,1,14,3,3,-1,-1,17,9,370,2,South
1,7,2,True,False,False,True,2,4,3,1,5,1,15,3,4,-1,-1,19,10,369,2,West
1,7,2,True,False,False,True,2,5,3,1,5,1,16,3,3,-1,-1,20,10,368,2,West
1,6,2,True,False,False,True,2,5,3,1,5,1,17,3,2,-1,-1,19,9,367,2,South
1,5,2,True,False,False,True,3,5,3,1,5,1,17,3,2,-1,-1,17,10,366,2,South
2,5,2,True,False,False,True,4,5,3,1,5,1,17,4,2,-1,-1,16,9,365,2,East
3,5,2,True,False,False,True,4,4,3,1,5,1,17,4,2,-1,-1,14,8,364,2,East
4,5,2,True,False,False,True,4,3,3,1,5,1,17,5,2,-1,-1,14,7,363,2,East
5,5,2,True,False,False,True,3,3,3,1,5,1,18,5,4,-1,-1,12,6,362,2,East
6,5,2,True,False,False,True,3,3,3,1,5,1,17,5,5,-1,-1,12,5,361,2,East
6,4,2,True,False,False,True,4,3,3,1,5,1,18,5,3,-1,-1,14,6,360,2,South
5,4,2,True,False,False,True,4,4,3,1,5,1,18,6,1,-1,-1,14,7,359,2,West
4,4,1,False,False,False,True,1,1,3,1,5,1,18,5,-1,-1,-1,14,8,558,2,West
3,4,1,False,False,False,True,1,1,3,1,5,1,18,4,-1,-1,-1,14,9,557,2,West
2,4,1,False,False,False,True,1,1,3,1,5,1,17,4,-1,-1,-1,16,10,556,2,West
3,4,1,False,False,False,True,1,1,3,1,5,1,17,3,-1,-1,-1,14,9,555,2,East
4,4,1,False,False,False,True,1,1,3,1,5,1,16,3,-1,-1,-1,12,8,554,2,East
5,4,1,False,False,False,True,1,1,3,1,5,1,15,3,-1,-1,-1,12,7,553,2,East
6,4,1,False,False,False,True,1,1,3,1,5,1,16,3,-1,-1,-1,11,6,552,2,East
7,4,1,False,False,False,True,1,1,3,1,5,1,16,3,-1,-1,-1,10,5,551,2,East
8,4,1,False,False,False,True,1,1,3,1,5,1,16,3,-1,-1,-1,8,4,550,2,East
9,4,1,False,False,False,True,1,1,3,1,5,1,15,3,-1,-1,-1,7,3,549,2,East
9,5,1,False,False,False,True,1,1,3,1,5,1,15,3,-1,-1,-1,8,2,548,2,North
9,6,1,False,False,False,True,1,1,3,1,5,1,15,3,-1,-1,-1,9,1,547,2,North
10,6,1,False,False,False,True,1,1,3,1,5,1,15,3,-1,-1,-1,8,8,646,1,East
10,6,1,False,False,False,True,1,1,3,1,5,1,15,3,-1,-1,-1,9,8,645,1,East
10,7,1,False,False,False,True,1,1,3,1,5,1,16,3,-1,-1,-1,9,7,644,1,North
10,8,1,False,False,False,True,1,1,3,1,5,1,16,4,-1,-1,-1,10,6,643,1,North
10,9,1,False,False,False,True,1,1,3,1,5,1,16,4,-1,-1,-1,11,5,642,1,North
11,9,1,False,False,False,True,1,1,3,1,5,1,16,4,-1,-1,-1,11,4,641,1,East
12,9,1,False,False,False,True,1,1,3,1,5,1,16,3,-1,-1,-1,10,3,640,1,East
13,9,1,False,False,False,True,1,1,3,1,5,1,16,3,-1,-1,-1,9,2,639,1,East
14,9,1,False,False,False,True,1,1,3,1,5,1,16,3,-1,-1,-1,9,1,638,1,East
14,10,1,False,False,False,True,1,1,3,1,5,1,17,3,-1,-1,-1,10,-1,737,0,North
14,11,1,False,False,False,True,1,1,3,1,5,1,17,3,-1,-1,-1,10,-1,736,0,North
14,10,1,False,False,False,True,1,1,3,1,5,1,16,3,-1,-1,-1,8,-1,735,0,South
14,9,1,False,False,False,True,1,1,3,1,5,1,15,3,-1,-1,-1,6,-1,734,0,South
14,8,1,False,False,False,True,1,1,3,1,5,1,14,3,-1,-1,-1,6,-1,733,0,South
14,7,1,False,False,False,True,1,1,3,1,5,1,15,3,-1,-1,-1,6,-1,732,0,South
14,6,1,False,False,False,True,1,1,3,1,5,1,16,3,-1,-1,-1,4,-1,731,0,South
14,5,1,False,False,False,True,1,1,3,1,5,1,16,4,-1,-1,-1,2,-1,730,0,South
14,4,0,False,False,False,False,1,1,3,1,5,1,15,4,-1,-1,-1,-1,-1,929,0,South
14,4,0,False,False,False,False,1,1,3,1,5,1,15,4,-1,-1,-1,-1,-1,929,0,South
1,11,4,True,True,True,True,6,5,6,9,8,11,14,6,11,7,7,18,14,-1,2,Stop
1,11,4,True,True,True,True,6,5,6,9,8,11,14,6,11,7,7,18,14,-2,2,Stop
1,11,4,True,True,True,True,6,5,6,9,8,11,14,6,11,7,7,18,14,-3,2,Stop
1,11,4,True,True,True,True,6,5,6,9,8,11,14,6,11,7,7,18,14,-4,2,Stop
2,11,4,True,True,True,True,6,5,6,9,8,11,14,6,10,6,6,17,13,-5,2,East
3,11,4,True,True,True,True,6,5,6,9,8,11,14,6,9,5,5,16,12,-6,2,East
4,11,4,True,True,True,True,6,5,6,9,8,11,14,6,8,4,4,15,11,-7,2,East
5,11,4,True,True,True,True,6,5,6,9,8,11,14,6,7,3,3,14,10,-8,2,East
6,11,4,True,True,True,True,6,5,6,9,8,11,14,6,6,2,2,13,9,-9,2,East
7,11,4,True,True,True,True,6,5,6,9,8,11,14,6,7,3,1,12,8,-10,2,East
8,11,3,True,True,False,True,6,5,6,9,5,1,14,6,8,4,-1,11,7,189,2,East
9,11,3,True,True,False,True,6,5,6,9,5,1,14,6,9,5,-1,10,6,188,2,East
10,11,3,True,True,False,True,6,5,6,9,5,1,14,6,10,6,-1,9,5,187,2,East
11,11,3,True,True,False,True,6,5,6,9,5,1,14,6,11,7,-1,8,4,186,2,East
12,11,3,True,True,False,True,6,5,6,9,5,1,14,6,12,8,-1,7,3,185,2,East
13,11,3,True,True,False,True,6,5,6,9,5,1,14,6,13,9,-1,6,2,184,2,East
14,11,3,True,True,False,True,6,5,6,9,5,1,14,6,14,10,-1,5,1,183,2,East
14,10,3,True,True,False,True,6,5,6,9,5,1,14,6,13,9,-1,4,8,282,1,South
14,9,3,True,True,False,True,6,5,6,9,5,1,14,6,12,8,-1,3,7,281,1,South
14,8,3,True,True,False,True,6,5,6,9,5,1,14,6,11,9,-1,2,6,280,1,South
14,7,3,True,True,False,True,6,5,6,9,5,1,14,6,10,10,-1,1,5,279,1,South
14,6,2,True,True,False,False,6,5,6,9,5,1,7,1,9,11,-1,-1,4,478,1,South
14,5,2,True,True,False,False,6,5,6,9,5,1,7,1,8,12,-1,-1,5,477,1,South
13,5,2,True,True,False,False,6,5,6,9,5,1,7,1,7,11,-1,-1,4,476,1,West
12,5,2,True,True,False,False,6,5,6,9,5,1,7,1,6,10,-1,-1,3,475,1,West
11,5,2,True,True,False,False,6,5,6,9,5,1,7,1,5,9,-1,-1,2,474,1,West
10,5,2,True,True,False,False,6,5,6,9,5,1,7,1,4,8,-1,-1,1,473,1,West
10,6,2,True,True,False,False,6,5,6,9,5,1,7,1,5,7,-1,-1,-1,572,0,North
10,7,2,True,True,False,False,6,5,6,9,5,1,7,1,6,6,-1,-1,-1,571,0,North
10,8,2,True,True,False,False,6,5,6,9,5,1,7,1,7,5,-1,-1,-1,570,0,North
9,8,2,True,True,False,False,6,5,6,9,5,1,7,1,6,4,-1,-1,-1,569,0,West
8,8,2,True,True,False,False,6,5,6,9,5,1,7,1,5,3,-1,-1,-1,568,0,West
7,8,2,True,True,False,False,6,5,6,9,5,1,7,1,4,2,-1,-1,-1,567,0,West
6,8,2,True,True,False,False,6,5,6,9,5,1,7,1,3,1,-1,-1,-1,566,0,West
6,9,1,True,False,False,False,6,5,3,1,5,1,7,1,4,-1,-1,-1,-1,765,0,North
7,9,1,True,False,False,False,6,5,3,1,5,1,7,1,5,-1,-1,-1,-1,764,0,East
8,9,1,True,False,False,False,6,5,3,1,5,1,7,1,6,-1,-1,-1,-1,763,0,East
8,8,1,True,False,False,False,6,5,3,1,5,1,7,1,5,-1,-1,-1,-1,762,0,South
8,7,1,True,False,False,False,6,5,3,1,5,1,7,1,4,-1,-1,-1,-1,761,0,South
8,6,1,True,False,False,False,6,5,3,1,5,1,7,1,3,-1,-1,-1,-1,760,0,South
8,5,1,True,False,False,False,6,5,3,1,5,1,7,1,2,-1,-1,-1,-1,759,0,South
7,5,1,True,False,False,False,6,5,3,1,5,1,7,1,1,-1,-1,-1,-1,758,0,West
6,5,0,False,False,False,False,6,5,3,1,5,1,7,1,-1,-1,-1,-1,-1,957,0,West
1,18,4,True,True,True,True,6,9,11,4,16,6,25,13,14,24,27,28,-1,-1,0,Stop
1,18,4,True,True,True,True,6,10,11,5,17,6,25,14,13,23,28,28,-1,-2,0,Stop
1,18,4,True,True,True,True,6,9,10,5,17,5,25,14,14,22,29,27,-1,-3,0,Stop
2,18,4,True,True,True,True,6,9,9,5,17,4,25,15,13,20,29,25,-1,-4,0,East
1,18,4,True,True,True,True,6,8,9,5,17,3,25,16,15,21,31,27,-1,-5,0,West
1,18,4,True,True,True,True,6,9,9,6,17,4,25,15,14,20,30,27,-1,-6,0,West
1,18,4,True,True,True,True,6,9,10,6,17,3,25,15,14,21,31,26,-1,-7,0,West
1,17,4,True,True,True,True,6,8,11,6,17,3,25,16,14,21,30,25,-1,-8,0,South
1,16,4,True,True,True,True,5,8,11,5,18,3,25,16,12,21,30,23,-1,-9,0,South
1,15,4,True,True,True,True,5,9,10,5,18,3,24,16,10,19,29,25,-1,-10,0,South
1,14,4,True,True,True,True,5,9,10,5,18,3,25,16,9,18,28,25,-1,-11,0,South
1,13,4,True,True,True,True,5,8,10,6,17,3,25,15,9,16,26,25,-1,-12,0,South
1,12,4,True,True,True,True,6,8,10,5,16,3,25,14,9,16,24,26,-1,-13,0,South
1,11,4,True,True,True,True,5,8,10,5,16,4,25,14,7,15,22,28,-1,-14,0,South
1,10,4,True,True,True,True,6,8,11,5,17,4,25,15,7,15,22,30,-1,-15,0,South
1,9,4,True,True,True,True,5,8,11,4,18,4,25,16,5,15,22,30,-1,-16,0,South
1,8,4,True,True,True,True,5,9,11,5,17,4,25,15,5,13,20,31,-1,-17,0,South
1,7,4,True,True,True,True,5,10,10,5,16,4,25,15,7,11,18,32,-1,-18,0,South
1,6,4,True,True,True,True,6,10,10,6,17,4,25,15,9,9,18,34,-1,-19,0,South
2,6,4,True,True,True,True,6,9,10,6,17,5,25,16,7,8,16,33,-1,-20,0,East
3,6,4,True,True,True,True,6,10,11,6,18,5,25,16,7,8,16,31,-1,-21,0,East
4,6,4,True,True,True,True,6,9,11,5,18,4,24,16,5,8,16,30,-1,-22,0,East
5,6,4,True,True,True,True,6,10,10,5,19,4,24,16,5,6,16,28,-1,-23,0,East
5,7,4,True,True,True,True,6,10,9,5,20,4,23,16,4,6,18,26,-1,-24,0,North
5,8,4,True,True,True,True,5,10,10,5,19,4,22,16,2,8,18,24,-1,-25,0,North
5,9,4,True,True,True,True,5,10,10,4,19,5,22,15,1,10,18,24,-1,-26,0,North
6,9,4,True,True,True,True,4,10,10,3,19,4,22,16,3,10,18,22,-1,-27,0,East
6,9,4,True,True,True,True,5,10,10,4,19,3,22,15,2,9,19,23,-1,-28,0,East
5,9,4,True,True,True,True,6,10,10,4,19,3,23,15,2,10,20,23,-1,-29,0,West
4,9,4,True,True,True,True,6,10,10,5,19,4,23,14,3,10,20,25,-1,-30,0,West
4,10,4,True,True,True,True,6,9,9,5,19,5,23,15,3,10,20,25,-1,-31,0,North
4,10,4,True,True,True,True,6,10,9,4,18,5,24,15,2,11,19,24,-1,-32,0,North
5,10,4,True,True,True,True,6,9,9,4,17,5,23,15,2,10,17,22,-1,-33,0,East
6,10,3,False,True,True,True,1,1,8,4,17,4,22,15,-1,8,17,22,-1,166,0,East
6,10,3,False,True,True,True,1,1,8,3,17,3,22,16,-1,9,18,23,-1,165,0,East
6,9,3,False,True,True,True,1,1,7,3,18,3,23,16,-1,7,18,23,-1,164,0,South
6,8,3,False,True,True,True,1,1,7,3,18,3,23,15,-1,6,17,23,-1,163,0,South
6,7,3,False,True,True,True,1,1,8,3,17,3,23,14,-1,6,15,25,-1,162,0,South
6,6,3,False,True,True,True,1,1,7,3,16,3,24,14,-1,4,13,25,-1,161,0,South
6,6,3,False,True,True,True,1,1,7,3,17,3,23,14,-1,4,14,26,-1,160,0,South
7,6,3,False,True,True,True,1,1,8,3,18,3,23,15,-1,4,14,25,-1,159,0,East
8,6,3,False,True,True,True,1,1,7,3,18,4,23,15,-1,4,12,25,-1,158,0,East
8,5,3,False,True,True,True,1,1,6,3,18,4,24,15,-1,4,11,25,-1,157,0,South
8,4,3,False,True,True,True,1,1,5,3,19,4,23,15,-1,4,11,27,-1,156,0,South
8,3,3,False,True,True,True,1,1,6,3,19,5,24,15,-1,2,13,28,-1,155,0,South
7,3,2,False,False,True,True,1,1,3,1,18,5,24,15,-1,-1,13,30,-1,354,0,West
6,3,2,False,False,True,True,1,1,3,1,17,5,24,16,-1,-1,13,30,-1,353,0,West
5,3,2,False,False,True,True,1,1,3,1,17,5,23,16,-1,-1,14,31,-1,352,0,West
6,3,2,False,False,True,True,1,1,3,1,17,4,23,16,-1,-1,12,30,-1,351,0,East
7,3,2,False,False,True,True,1,1,3,1,18,4,23,16,-1,-1,12,28,-1,350,0,East
8,3,2,False,False,True,True,1,1,3,1,18,3,23,15,-1,-1,10,27,-1,349,0,East
9,3,2,False,False,True,True,1,1,3,1,18,4,23,15,-1,-1,10,27,-1,348,0,East
9,4,2,False,False,True,True,1,1,3,1,18,4,23,16,-1,-1,9,25,-1,347,0,North
9,5,2,False,False,True,True,1,1,3,1,17,4,23,15,-1,-1,9,23,-1,346,0,North
9,6,2,False,False,True,True,1,1,3,1,16,4,23,14,-1,-1,9,21,-1,345,0,North
9,7,2,False,False,True,True,1,1,3,1,15,4,23,13,-1,-1,9,21,-1,344,0,North
9,8,2,False,False,True,True,1,1,3,1,15,3,23,14,-1,-1,11,21,-1,343,0,North
9,9,2,False,False,True,True,1,1,3,1,14,3,24,14,-1,-1,11,21,-1,342,0,North
9,10,2,False,False,True,True,1,1,3,1,14,3,25,14,-1,-1,12,19,-1,341,0,North
9,11,2,False,False,True,True,1,1,3,1,13,3,24,14,-1,-1,12,18,-1,340,0,North
10,11,2,False,False,True,True,1,1,3,1,13,4,24,14,-1,-1,10,16,-1,339,0,East
11,11,2,False,False,True,True,1,1,3,1,13,4,23,14,-1,-1,9,14,-1,338,0,East
11,12,2,False,False,True,True,1,1,3,1,13,5,23,13,-1,-1,9,14,-1,337,0,North
12,12,2,False,False,True,True,1,1,3,1,14,5,23,14,-1,-1,9,12,-1,336,0,East
13,12,2,False,False,True,True,1,1,3,1,14,6,22,14,-1,-1,7,12,-1,335,0,East
14,12,2,False,False,True,True,1,1,3,1,14,7,22,15,-1,-1,5,11,-1,334,0,East
15,12,2,False,False,True,True,1,1,3,1,13,7,22,15,-1,-1,7,10,-1,333,0,East
15,11,2,False,False,True,True,1,1,3,1,13,6,22,15,-1,-1,7,11,-1,332,0,South
15,10,2,False,False,True,True,1,1,3,1,13,5,22,15,-1,-1,7,13,-1,331,0,South
14,10,2,False,False,True,True,1,1,3,1,13,5,22,16,-1,-1,6,15,-1,330,0,West
14,9,2,False,False,True,True,1,1,3,1,13,4,23,16,-1,-1,6,17,-1,329,0,South
14,8,2,False,False,True,True,1,1,3,1,14,4,24,16,-1,-1,4,18,-1,328,0,South
14,7,2,False,False,True,True,1,1,3,1,14,4,24,16,-1,-1,3,20,-1,327,0,South
14,6,2,False,False,True,True,1,1,3,1,14,4,25,16,-1,-1,2,21,-1,326,0,South
14,5,2,False,False,True,True,1,1,3,1,14,3,25,16,-1,-1,2,23,-1,325,0,South
14,4,1,False,False,False,True,1,1,3,1,5,1,25,17,-1,-1,-1,23,-1,524,0,South
14,3,1,False,False,False,True,1,1,3,1,5,1,25,16,-1,-1,-1,23,-1,523,0,South
14,3,1,False,False,False,True,1,1,3,1,5,1,24,16,-1,-1,-1,23,-1,522,0,South
14,4,1,False,False,False,True,1,1,3,1,5,1,24,16,-1,-1,-1,21,-1,521,0,North
14,5,1,False,False,False,True,1,1,3,1,5,1,24,15,-1,-1,-1,21,-1,520,0,North
14,6,1,False,False,False,True,1,1,3,1,5,1,24,16,-1,-1,-1,20,-1,519,0,North
14,7,1,False,False,False,True,1,1,3,1,5,1,24,16,-1,-1,-1,18,-1,518,0,North
14,8,1,False,False,False,True,1,1,3,1,5,1,23,16,-1,-1,-1,18,-1,517,0,North
14,9,1,False,False,False,True,1,1,3,1,5,1,24,16,-1,-1,-1,16,-1,516,0,North
14,10,1,False,False,False,True,1,1,3,1,5,1,23,16,-1,-1,-1,14,-1,515,0,North
14,11,1,False,False,False,True,1,1,3,1,5,1,23,15,-1,-1,-1,13,-1,514,0,North
15,11,1,False,False,False,True,1,1,3,1,5,1,23,15,-1,-1,-1,13,-1,513,0,East
16,11,1,False,False,False,True,1,1,3,1,5,1,23,16,-1,-1,-1,11,-1,512,0,East
17,11,1,False,False,False,True,1,1,3,1,5,1,22,16,-1,-1,-1,11,-1,511,0,East
18,11,1,False,False,False,True,1,1,3,1,5,1,23,16,-1,-1,-1,9,-1,510,0,East
19,11,1,False,False,False,True,1,1,3,1,5,1,23,15,-1,-1,-1,8,-1,509,0,East
19,12,1,False,False,False,True,1,1,3,1,5,1,23,15,-1,-1,-1,8,-1,508,0,North
19,13,1,False,False,False,True,1,1,3,1,5,1,24,15,-1,-1,-1,8,-1,507,0,North
20,13,1,False,False,False,True,1,1,3,1,5,1,24,16,-1,-1,-1,7,-1,506,0,East
20,14,1,False,False,False,True,1,1,3,1,5,1,24,16,-1,-1,-1,7,-1,505,0,North
20,15,1,False,False,False,True,1,1,3,1,5,1,25,16,-1,-1,-1,7,-1,504,0,North
21,15,1,False,False,False,True,1,1,3,1,5,1,25,17,-1,-1,-1,7,-1,503,0,East
22,15,1,False,False,False,True,1,1,3,1,5,1,25,18,-1,-1,-1,6,-1,502,0,East
23,15,1,False,False,False,True,1,1,3,1,5,1,25,18,-1,-1,-1,4,-1,501,0,East
24,15,1,False,False,False,True,1,1,3,1,5,1,25,17,-1,-1,-1,4,-1,500,0,East
25,15,1,False,False,False,True,1,1,3,1,5,1,25,18,-1,-1,-1,4,-1,499,0,East
25,16,1,False,False,False,True,1,1,3,1,5,1,24,18,-1,-1,-1,2,-1,498,0,North
25,17,0,False,False,False,False,1,1,3,1,5,1,25,18,-1,-1,-1,-1,-1,697,0,North
25,17,0,False,False,False,False,1,1,3,1,5,1,25,18,-1,-1,-1,-1,-1,697,0,North
1,18,4,True,True,True,True,5,9,11,3,17,6,25,13,13,25,28,29,-1,-1,0,Stop
1,18,4,True,True,True,True,5,9,11,3,17,6,25,13,13,25,28,29,-1,-2,0,Stop
1,18,4,True,True,True,True,5,9,11,3,17,6,25,13,13,25,28,29,-1,-3,0,Stop
1,18,4,True,True,True,True,5,9,11,3,17,6,25,13,13,25,28,29,-1,-4,0,Stop
1,17,4,True,True,True,True,5,9,11,3,17,6,25,13,12,24,27,28,-1,-5,0,South
1,16,4,True,True,True,True,5,9,11,3,17,6,25,13,11,23,26,27,-1,-6,0,South
1,15,4,True,True,True,True,5,9,11,3,17,6,25,13,10,22,25,26,-1,-7,0,South
1,14,4,True,True,True,True,5,9,11,3,17,6,25,13,9,21,24,25,-1,-8,0,South
1,13,4,True,True,True,True,5,9,11,3,17,6,25,13,8,20,23,24,-1,-9,0,South
1,12,4,True,True,True,True,5,9,11,3,17,6,25,13,7,19,22,25,-1,-10,0,South
1,11,4,True,True,True,True,5,9,11,3,17,6,25,13,6,18,21,26,-1,-11,0,South
1,10,4,True,True,True,True,5,9,11,3,17,6,25,13,5,17,20,27,-1,-12,0,South
1,9,4,True,True,True,True,5,9,11,3,17,6,25,13,4,16,19,28,-1,-13,0,South
1,8,4,True,True,True,True,5,9,11,3,17,6,25,13,5,15,18,29,-1,-14,0,South
1,7,4,True,True,True,True,5,9,11,3,17,6,25,13,6,14,17,30,-1,-15,0,South
1,6,4,True,True,True,True,5,9,11,3,17,6,25,13,7,13,16,31,-1,-16,0,South
2,6,4,True,True,True,True,5,9,11,3,17,6,25,13,6,12,15,30,-1,-17,0,East
3,6,4,True,True,True,True,5,9,11,3,17,6,25,13,5,11,14,29,-1,-18,0,East
4,6,4,True,True,True,True,5,9,11,3,17,6,25,13,4,10,13,28,-1,-19,0,East
4,7,4,True,True,True,True,5,9,11,3,17,6,25,13,3,11,14,27,-1,-20,0,North
4,8,4,True,True,True,True,5,9,11,3,17,6,25,13,2,12,15,26,-1,-21,0,North
4,9,4,True,True,True,True,5,9,11,3,17,6,25,13,1,13,16,25,-1,-22,0,North
5,9,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,12,15,24,-1,177,0,East
6,9,3,False,True,True,True,1,1,11,3,17,6,25,13,-1,11,14,23,-1,176,0,East
