@relation 'training_keyboard-weka.filters.unsupervised.attribute.Remove-R8-19,29,31,33-35'

@attribute positionX numeric
@attribute positionY numeric
@attribute numGhosts numeric
@attribute alive1 {True,False}
@attribute alive2 {True,False}
@attribute alive3 {True,False}
@attribute alive4 {True,False}
@attribute nearestGhostUp {True,False}
@attribute nearestGhostDown {True,False}
@attribute nearestGhostLeft {True,False}
@attribute nearestGhostRight {True,False}
@attribute angleClosestGhost numeric
@attribute hasWallEast {True,False}
@attribute hasWallSouth {True,False}
@attribute hasWallWest {True,False}
@attribute hasWallNorth {True,False}
@attribute actualScore numeric
@attribute movement {Stop,South,East,West,North}

@data
3,6,4,True,True,True,True,True,False,False,True,45,False,False,False,False,-16,East
3,7,3,False,True,True,True,True,False,False,True,14,True,False,False,False,183,North
4,7,3,False,True,True,True,True,False,False,True,8,False,False,False,False,182,East
5,7,3,False,True,True,True,True,False,False,True,9,False,False,False,False,181,East
6,7,3,False,True,True,True,True,False,False,True,14,False,False,True,False,180,East
6,6,3,False,True,True,True,True,False,False,True,14,False,True,False,False,179,South
7,6,3,False,True,True,True,False,False,False,True,0,False,True,False,True,178,East
8,6,3,False,True,True,True,False,True,False,True,333,False,False,False,False,177,East
9,6,3,False,True,True,True,False,True,False,True,333,False,False,False,False,176,East
10,6,3,False,True,True,True,False,True,False,True,315,False,False,False,False,175,East
11,6,2,False,False,True,True,False,True,False,True,351,False,False,True,False,374,East
11,5,2,False,False,True,True,False,False,False,True,0,False,False,True,False,373,South
11,4,2,False,False,True,True,True,False,False,True,16,False,False,True,False,372,South
11,5,2,False,False,True,True,True,False,False,True,8,False,False,True,False,371,North
11,6,2,False,False,True,True,False,False,False,True,0,False,False,True,False,370,North
11,7,2,False,False,True,True,False,True,False,True,353,False,False,True,False,369,North
11,8,2,False,False,True,True,False,True,False,True,346,False,False,True,False,368,North
11,9,2,False,False,True,True,False,True,False,True,333,False,False,True,False,367,North
11,10,2,False,False,True,True,False,True,False,True,324,False,False,True,False,366,North
11,11,2,False,False,True,True,False,True,False,True,315,False,False,True,False,365,North
11,12,2,False,False,True,True,False,True,False,True,315,False,False,False,True,364,North
12,12,2,False,False,True,True,False,True,False,True,304,False,True,False,True,363,East
13,12,2,False,False,True,True,False,True,False,True,304,False,False,False,True,362,East
13,11,2,False,False,True,True,False,True,False,True,309,True,False,False,False,361,South
13,10,2,False,False,True,True,False,True,False,True,321,True,False,False,False,360,South
13,9,2,False,False,True,True,False,True,False,True,321,True,False,False,False,359,South
13,8,2,False,False,True,True,False,True,False,True,323,True,False,False,False,358,South
13,7,2,False,False,True,True,False,True,False,True,338,True,False,False,False,357,South
13,6,2,False,False,True,True,False,True,False,True,338,True,False,False,False,356,South
14,6,2,False,False,True,True,False,True,False,True,326,False,False,False,False,355,East
15,6,2,False,False,True,True,False,True,False,True,297,False,True,False,True,354,East
16,6,2,False,False,True,True,False,True,False,True,297,False,True,False,True,353,East
17,6,2,False,False,True,True,False,True,False,False,270,False,False,False,True,352,East
17,5,1,False,False,False,True,True,False,False,True,70,True,False,False,False,551,South
17,4,1,False,False,False,True,True,False,False,True,70,False,False,False,False,550,South
17,5,1,False,False,False,True,True,False,False,True,70,True,False,False,False,549,North
17,6,1,False,False,False,True,True,False,False,True,70,False,False,False,True,548,North
16,6,1,False,False,False,True,True,False,False,True,66,False,True,False,True,547,West
15,6,1,False,False,False,True,True,False,False,True,61,False,True,False,True,546,West
14,6,1,False,False,False,True,True,False,False,True,55,False,False,False,False,545,West
14,7,1,False,False,False,True,True,False,False,True,48,False,False,True,False,544,North
14,8,1,False,False,False,True,True,False,False,True,42,False,False,False,False,543,North
14,9,1,False,False,False,True,True,False,False,True,38,False,False,True,False,542,North
14,10,1,False,False,False,True,True,False,False,True,37,False,False,False,False,541,North
15,10,1,False,False,False,True,True,False,False,True,37,False,True,False,False,540,East
16,10,1,False,False,False,True,True,False,False,True,41,False,True,False,False,539,East
17,10,1,False,False,False,True,True,False,False,True,50,False,True,False,False,538,East
17,11,1,False,False,False,True,True,False,False,True,39,False,False,False,False,537,North
17,12,1,False,False,False,True,True,False,False,True,31,False,False,False,False,536,North
18,12,1,False,False,False,True,True,False,False,True,45,False,False,False,False,535,East
19,12,1,False,False,False,True,True,False,False,True,45,False,False,False,False,534,East
19,13,1,False,False,False,True,True,False,False,True,45,False,False,False,False,533,North
19,14,1,False,False,False,True,True,False,False,True,27,False,False,False,True,532,North
20,14,1,False,False,False,True,True,False,False,False,90,False,False,True,False,531,East
20,15,1,False,False,False,True,True,False,False,False,90,True,False,False,False,530,North
20,16,1,False,False,False,True,True,False,False,False,90,True,False,False,False,529,North
20,17,1,False,False,False,True,True,False,False,False,90,False,False,False,False,528,North
20,18,1,False,False,False,True,False,False,True,False,180,False,False,False,True,527,North
20,18,1,False,False,False,True,False,False,True,False,180,False,False,False,True,526,Stop
19,18,1,False,False,False,True,False,True,False,False,270,False,False,False,True,525,West
18,18,1,False,False,False,True,False,True,False,True,333,False,False,False,True,524,West
17,18,1,False,False,False,True,False,True,False,True,326,False,False,False,True,523,West
18,18,1,False,False,False,True,False,True,False,True,333,False,False,False,True,522,East
19,18,1,False,False,False,True,False,True,False,True,333,False,False,False,True,521,East
20,18,1,False,False,False,True,False,False,False,True,0,False,False,False,True,520,East
20,17,1,False,False,False,True,False,False,False,True,0,False,False,False,False,519,South
20,16,1,False,False,False,True,True,False,False,True,45,True,False,False,False,518,South
21,16,1,False,False,False,True,True,False,False,False,90,False,False,False,False,517,East
22,16,1,False,False,False,True,True,False,True,False,135,False,False,False,True,516,East
23,16,1,False,False,False,True,True,False,True,False,153,False,False,False,True,515,East
22,16,1,False,False,False,True,True,False,True,False,153,False,False,False,True,514,West
21,16,1,False,False,False,True,True,False,True,False,135,False,False,False,False,513,West
21,17,0,False,False,False,False,False,True,True,False,219,False,False,True,False,712,North
21,17,0,False,False,False,False,False,True,True,False,219,False,False,True,False,712,North
1,18,4,True,True,True,True,False,True,False,True,294,True,False,False,True,-1,Stop
1,18,4,True,True,True,True,False,True,False,True,294,True,False,False,True,-2,Stop
1,17,4,True,True,True,True,False,True,False,True,297,True,False,True,False,-3,South
1,16,4,True,True,True,True,False,True,False,True,300,True,False,False,False,-4,South
1,15,4,True,True,True,True,False,True,False,True,304,True,False,False,False,-5,South
1,14,4,True,True,True,True,False,True,False,True,309,True,False,False,False,-6,South
1,13,4,True,True,True,True,False,True,False,True,315,True,False,True,False,-7,South
1,12,4,True,True,True,True,False,True,False,True,323,True,False,False,False,-8,South
1,11,4,True,True,True,True,False,True,False,True,333,True,False,True,False,-9,South
1,10,4,True,True,True,True,False,True,False,True,346,True,False,True,False,-10,South
1,9,4,True,True,True,True,False,False,False,True,0,True,False,True,False,-11,South
1,8,4,True,True,True,True,True,False,False,True,14,True,False,True,False,-12,South
1,7,4,True,True,True,True,True,False,False,True,27,True,False,True,False,-13,South
1,6,4,True,True,True,True,True,False,False,True,37,True,False,False,False,-14,South
2,6,4,True,True,True,True,True,False,False,True,45,False,False,False,True,-15,East
3,6,4,True,True,True,True,True,False,False,True,56,False,False,False,False,-16,East
4,6,4,True,True,True,True,True,False,False,True,72,False,False,False,False,-17,East
5,6,4,True,True,True,True,True,False,False,False,90,False,False,False,False,-18,East
5,7,4,True,True,True,True,True,False,False,False,90,False,False,False,False,-19,North
5,8,4,True,True,True,True,True,False,False,False,90,False,False,False,False,-20,North
5,9,3,False,True,True,True,False,True,False,True,315,False,False,False,False,179,North
5,8,3,False,True,True,True,False,True,False,True,320,False,False,False,False,178,South
5,7,3,False,True,True,True,False,True,False,True,326,False,False,False,False,177,South
5,6,3,False,True,True,True,False,True,False,True,333,False,False,False,False,176,South
5,5,3,False,True,True,True,False,True,False,True,342,False,False,True,False,175,South
5,4,3,False,True,True,True,False,True,False,True,351,False,False,True,False,174,South
5,3,3,False,True,True,True,False,False,False,True,0,False,True,False,False,173,South
6,3,3,False,True,True,True,False,False,False,True,0,False,True,False,True,172,East
7,3,3,False,True,True,True,False,False,False,True,0,False,True,False,True,171,East
8,3,3,False,True,True,True,False,False,False,True,0,False,True,False,False,170,East
9,3,3,False,True,True,True,False,False,False,True,0,False,True,False,False,169,East
10,3,3,False,True,True,True,False,False,False,True,0,False,True,False,False,168,East
11,3,2,False,False,True,True,True,False,False,True,27,False,True,True,False,367,East
11,4,2,False,False,True,True,True,False,False,True,18,False,False,True,False,366,North
11,5,2,False,False,True,True,True,False,False,True,9,False,False,True,False,365,North
11,6,2,False,False,True,True,False,False,False,True,0,False,False,True,False,364,North
11,7,2,False,False,True,True,False,True,False,True,351,False,False,True,False,363,North
11,8,2,False,False,True,True,False,True,False,True,342,False,False,True,False,362,North
11,9,2,False,False,True,True,False,True,False,True,333,False,False,True,False,361,North
11,10,2,False,False,True,True,False,True,False,True,326,False,False,True,False,360,North
11,11,2,False,False,True,True,False,True,False,True,320,False,False,True,False,359,North
11,12,2,False,False,True,True,False,True,False,True,315,False,False,False,True,358,North
12,12,2,False,False,True,True,False,True,False,True,310,False,True,False,True,357,East
13,12,2,False,False,True,True,False,True,False,True,304,False,False,False,True,356,East
13,11,2,False,False,True,True,False,True,False,True,309,True,False,False,False,355,South
13,10,2,False,False,True,True,False,True,False,True,315,True,False,False,False,354,South
13,9,2,False,False,True,True,False,True,False,True,323,True,False,False,False,353,South
13,8,2,False,False,True,True,False,True,False,True,333,True,False,False,False,352,South
13,7,2,False,False,True,True,False,True,False,True,346,True,False,False,False,351,South
14,7,2,False,False,True,True,False,True,False,True,342,False,False,True,False,350,East
14,7,2,False,False,True,True,False,True,False,True,342,False,False,True,False,349,Stop
14,6,2,False,False,True,True,False,False,False,True,0,False,False,False,False,348,South
15,6,2,False,False,True,True,False,False,False,True,0,False,True,False,True,347,East
16,6,2,False,False,True,True,False,False,False,True,0,False,True,False,True,346,East
17,6,1,False,False,False,True,True,False,False,True,41,False,False,False,True,545,East
18,6,1,False,False,False,True,True,False,False,True,45,False,False,False,True,544,East
19,6,1,False,False,False,True,True,False,False,True,49,False,False,False,True,543,East
20,6,1,False,False,False,True,True,False,False,True,54,False,False,False,True,542,East
21,6,1,False,False,False,True,True,False,False,True,60,False,True,False,True,541,East
22,6,1,False,False,False,True,True,False,False,True,67,False,True,False,True,540,East
23,6,1,False,False,False,True,True,False,False,True,74,False,False,False,False,539,East
23,7,1,False,False,False,True,True,False,False,True,72,True,False,False,False,538,North
23,8,1,False,False,False,True,True,False,False,True,68,False,False,False,False,537,North
23,9,1,False,False,False,True,True,False,False,True,63,True,False,False,False,536,North
23,10,1,False,False,False,True,True,False,False,True,56,False,False,False,False,535,North
22,10,1,False,False,False,True,True,False,False,True,45,False,True,False,False,534,West
21,10,1,False,False,False,True,True,False,False,True,37,False,True,False,True,533,West
20,10,1,False,False,False,True,True,False,False,True,31,False,True,False,False,532,West
20,11,1,False,False,False,True,True,False,False,True,22,False,False,True,False,531,North
20,12,1,False,False,False,True,True,False,False,True,11,False,False,True,False,530,North
20,13,1,False,False,False,True,False,False,False,True,0,False,False,True,False,529,North
20,14,1,False,False,False,True,False,True,False,True,349,False,False,True,False,528,North
20,15,1,False,False,False,True,False,True,False,True,338,True,False,False,False,527,North
21,15,1,False,False,False,True,False,True,False,True,333,False,True,False,False,526,East
22,15,1,False,False,False,True,False,True,False,True,326,False,False,False,False,525,East
23,15,1,False,False,False,True,False,True,False,True,315,False,False,False,False,524,East
24,15,1,False,False,False,True,False,True,False,True,297,False,False,False,False,523,East
25,15,1,False,False,False,True,False,True,False,False,270,False,False,True,False,522,East
25,14,1,False,False,False,True,False,True,False,False,270,False,False,True,False,521,South
25,13,0,False,False,False,False,False,True,True,False,207,True,True,True,False,720,South
25,13,0,False,False,False,False,False,True,True,False,207,True,True,True,False,720,South
