12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
12,10,True,True,True,True,5,6,5,12,13,6,13,12,7,Stop
13,10,True,True,True,True,5,6,5,12,13,6,13,12,6,East
13,10,True,True,True,True,5,6,5,12,13,6,13,12,6,East
13,10,True,True,True,True,5,6,5,12,13,6,13,12,6,East
13,10,True,True,True,True,5,6,5,12,13,6,13,12,6,East
13,10,True,True,True,True,5,6,5,12,13,6,13,12,6,East
14,10,True,True,True,True,5,6,5,12,13,6,13,12,5,East
14,10,True,True,True,True,5,6,5,12,13,6,13,12,5,East
14,10,True,True,True,True,5,6,5,12,13,6,13,12,5,East
14,10,True,True,True,True,5,6,5,12,13,6,13,12,5,East
14,10,True,True,True,True,5,6,5,12,13,6,13,12,5,East
15,10,True,True,True,True,5,6,5,12,13,6,13,12,4,East
15,10,True,True,True,True,5,6,5,12,13,6,13,12,4,East
15,10,True,True,True,True,5,6,5,12,13,6,13,12,4,East
15,10,True,True,True,True,5,6,5,12,13,6,13,12,4,East
15,10,True,True,True,True,5,6,5,12,13,6,13,12,4,East
16,10,True,True,True,True,5,6,5,12,13,6,13,12,3,East
16,10,True,True,True,True,5,6,5,12,13,6,13,12,3,East
16,10,True,True,True,True,5,6,5,12,13,6,13,12,3,East
16,10,True,True,True,True,5,6,5,12,13,6,13,12,3,East
16,10,True,True,True,True,5,6,5,12,13,6,13,12,3,East
16,11,True,True,True,True,5,6,5,12,13,6,13,12,4,North
16,11,True,True,True,True,5,6,5,12,13,6,13,12,4,North
16,11,True,True,True,True,5,6,5,12,13,6,13,12,4,North
16,11,True,True,True,True,5,6,5,12,13,6,13,12,4,North
16,11,True,True,True,True,5,6,5,12,13,6,13,12,4,North
16,12,True,True,True,True,5,6,5,12,13,6,13,12,5,North
16,12,True,True,True,True,5,6,5,12,13,6,13,12,5,North
16,12,True,True,True,True,5,6,5,12,13,6,13,12,5,North
16,12,True,True,True,True,5,6,5,12,13,6,13,12,5,North
16,12,True,True,True,True,5,6,5,12,13,6,13,12,5,North
16,13,True,True,True,True,5,6,5,12,13,6,13,12,6,North
16,13,True,True,True,True,5,6,5,12,13,6,13,12,6,North
16,13,True,True,True,True,5,6,5,12,13,6,13,12,6,North
16,13,True,True,True,True,5,6,5,12,13,6,13,12,6,North
16,13,True,True,True,True,5,6,5,12,13,6,13,12,6,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
16,14,True,True,True,True,5,6,5,12,13,6,13,12,7,North
